id,carat,cut,color,clarity,depth,table,price,x,y,z,g
43070,0.6,Very Good,J,VS1,62.6,56,1378,5.37,5.41,3.37,430.0
43071,0.46,Very Good,G,VS1,60,56,1378,5.05,5.1,3.04,430.0
43072,0.62,Premium,I,VS2,61.9,59,1378,5.46,5.5,3.39,430.0
43073,0.5,Very Good,D,VS2,62.2,60,1378,5.15,5.05,3.17,430.0
43074,0.56,Very Good,D,SI1,62.2,63,1378,5.23,5.28,3.27,430.0
43075,0.6,Very Good,H,SI1,60.4,63,1378,5.45,5.41,3.28,430.0
43076,0.54,Ideal,H,VS2,62,54,1378,5.22,5.27,3.25,430.0
43077,0.44,Ideal,G,IF,61.3,55,1378,4.91,4.95,3.02,430.0
43078,0.6,Good,I,VS1,60.1,62,1378,5.42,5.49,3.28,430.0
43079,0.5,Premium,F,SI1,59.6,60,1378,5.15,5.12,3.06,430.0
43080,0.5,Ideal,F,SI1,62.7,57,1378,5.09,5.06,3.18,430.0
43081,0.5,Ideal,F,SI1,59.9,56,1378,5.36,5.09,3.13,430.0
43082,0.6,Premium,F,SI2,58.9,59,1378,5.55,5.52,3.26,430.0
43083,0.58,Very Good,G,SI1,61.9,56,1379,5.35,5.39,3.32,430.0
43084,0.54,Very Good,E,SI1,62.1,59,1379,5.17,5.2,3.22,430.0
43085,0.51,Very Good,D,SI1,60,58,1380,5.19,5.24,3.13,430.0
43086,0.61,Ideal,I,VS2,62,54,1380,5.44,5.49,3.39,430.0
43087,0.55,Very Good,E,SI1,63.2,58,1381,5.21,5.23,3.3,430.0
43088,0.51,Premium,E,SI1,62.4,59,1381,5.07,5.12,3.18,430.0
43089,0.51,Premium,H,VS1,60.3,58,1381,5.16,5.19,3.12,430.0
43090,0.54,Ideal,H,VS1,61.5,56,1381,5.22,5.25,3.22,430.0
43091,0.51,Premium,G,VS2,61.1,58,1381,5.17,5.2,3.17,430.0
43092,0.41,Ideal,E,VVS2,61.1,57,1381,4.82,4.77,2.93,430.0
43093,0.52,Very Good,E,SI1,58.4,58,1382,5.29,5.33,3.1,430.0
43094,0.46,Ideal,H,IF,62.3,54,1382,4.94,4.98,3.09,430.0
43095,0.61,Premium,H,SI1,59.5,62,1382,5.55,5.51,3.29,430.0
43096,0.62,Premium,G,SI1,59.6,58,1382,5.63,5.56,3.34,430.0
43097,0.51,Ideal,D,SI2,60.9,56,1383,5.18,5.2,3.16,430.0
43098,0.52,Ideal,F,SI1,62,55,1383,5.14,5.17,3.19,430.0
43099,0.57,Fair,E,SI1,64.6,59,1383,5.22,5.18,3.36,430.0
43100,0.53,Ideal,I,VS1,61.6,57,1383,5.21,5.18,3.2,431.0
43101,0.53,Premium,I,VS1,62.3,58,1383,5.26,5.18,3.25,431.0
43102,0.57,Very Good,E,SI2,58.8,57.3,1384,5.42,5.46,3.21,431.0
43103,0.5,Ideal,H,VS1,61.6,58,1384,5.08,5.11,3.14,431.0
43104,0.57,Ideal,G,SI1,62.1,56,1384,5.28,5.32,3.29,431.0
43105,0.54,Ideal,G,SI1,61.4,54,1384,5.27,5.35,3.26,431.0
43106,0.55,Good,I,VVS2,61,61,1384,5.32,5.36,3.26,431.0
43107,0.6,Very Good,E,SI2,62.8,56,1385,5.41,5.45,3.41,431.0
43108,0.54,Ideal,F,SI1,62.1,57,1385,5.22,5.24,3.25,431.0
43109,0.54,Ideal,F,SI1,61.3,55,1385,5.23,5.27,3.22,431.0
43110,0.6,Ideal,E,SI2,62.5,57,1385,5.37,5.39,3.36,431.0
43111,0.54,Ideal,F,SI1,60.5,57,1385,5.25,5.27,3.18,431.0
43112,0.51,Ideal,H,VS2,61.3,57,1385,5.14,5.16,3.16,431.0
43113,0.51,Ideal,E,SI2,62,56,1385,5.12,5.14,3.18,431.0
43114,0.54,Ideal,F,SI1,61.6,55,1385,5.24,5.28,3.24,431.0
43115,0.52,Ideal,H,VS2,62,57,1385,5.12,5.08,3.16,431.0
43116,0.52,Very Good,H,VS2,63.5,58,1385,5.12,5.11,3.25,431.0
43117,0.52,Good,H,VS2,63.6,57,1385,5.1,5.05,3.23,431.0
43118,0.52,Good,H,VS2,63.7,54,1385,5.12,5.09,3.25,431.0
43119,0.52,Ideal,D,SI2,62.5,56,1385,5.12,5.08,3.19,431.0
43120,0.52,Premium,D,SI2,61.7,56,1385,5.17,5.14,3.18,431.0
43121,0.52,Ideal,D,SI2,62.9,56,1385,5.17,5.14,3.24,431.0
43122,0.52,Premium,D,SI2,62.4,59,1385,5.15,5.05,3.18,431.0
43123,0.6,Premium,D,SI2,61.4,56,1385,5.43,5.41,3.33,431.0
43124,0.52,Ideal,J,IF,62.1,56,1385,5.18,5.12,3.2,431.0
43125,0.51,Very Good,E,SI1,62.1,60,1386,5.08,5.03,3.14,431.0
43126,0.5,Very Good,E,VS2,63,58,1386,5.07,5.09,3.2,431.0
43127,0.58,Ideal,H,SI1,60.6,56,1386,5.44,5.49,3.31,431.0
43128,0.5,Very Good,H,VS2,63.9,57,1387,5.04,5.07,3.23,431.0
43129,0.57,Very Good,D,SI2,62.1,58,1387,5.26,5.31,3.28,431.0
43130,0.51,Very Good,D,SI1,62.3,63,1387,5.08,5.03,3.15,431.0
43131,0.52,Premium,E,SI1,60.9,58,1387,5.21,5.17,3.16,431.0
43132,0.55,Premium,H,VS2,60.2,59,1387,5.36,5.24,3.19,431.0
43133,0.52,Good,E,SI1,63.7,54,1388,5.12,5.15,3.27,431.0
43134,0.58,Good,F,SI1,63.1,57,1388,5.29,5.33,3.35,431.0
43135,0.56,Premium,D,SI2,60.4,58,1388,5.32,5.37,3.23,431.0
43136,0.58,Very Good,G,SI1,62.9,57,1388,5.3,5.35,3.35,431.0
43137,0.58,Good,G,SI1,63.2,56,1388,5.3,5.33,3.36,431.0
43138,0.56,Ideal,H,VS2,60.9,57,1388,5.32,5.36,3.25,431.0
43139,0.56,Ideal,H,VS2,61.2,57,1388,5.29,5.33,3.25,431.0
43140,0.58,Good,G,SI1,63.8,56,1388,5.3,5.33,3.39,431.0
43141,0.42,Ideal,D,VS1,61.8,57,1388,4.82,4.79,2.97,431.0
43142,0.46,Ideal,D,VS2,62.7,57,1388,4.93,4.89,3.08,431.0
43143,0.46,Premium,D,VS2,60.9,58,1388,4.97,4.94,3.02,431.0
43144,0.52,Very Good,H,VS2,63.5,58,1389,5.08,5.09,3.23,431.0
43145,0.52,Very Good,H,VS2,61.4,55,1389,5.19,5.24,3.2,431.0
43146,0.52,Very Good,E,SI1,62.9,59,1389,5.12,5.15,3.23,431.0
43147,0.52,Very Good,E,SI1,62.8,56,1389,5.13,5.15,3.23,431.0
43148,0.52,Very Good,E,SI1,62.7,57,1389,5.1,5.14,3.21,431.0
43149,0.33,Ideal,F,IF,62.1,56,1389,4.41,4.44,2.75,431.0
43150,0.56,Fair,E,SI2,64.5,61,1389,5.18,5.14,3.33,431.0
43151,0.58,Ideal,H,SI1,61.9,59,1389,5.33,5.36,3.31,431.0
43152,0.52,Ideal,G,SI1,61.3,55,1389,5.2,5.24,3.2,431.0
43153,0.52,Ideal,E,SI1,62.3,56,1389,5.12,5.16,3.2,431.0
43154,0.52,Ideal,E,SI1,62.1,57,1389,5.1,5.14,3.18,431.0
43155,0.52,Ideal,E,SI1,60.1,59,1389,5.18,5.23,3.13,431.0
43156,0.5,Good,E,VS2,64.9,59,1389,4.89,4.94,3.19,431.0
43157,0.54,Premium,G,SI1,60.3,57,1389,5.4,5.24,3.21,431.0
43158,0.54,Very Good,G,SI1,63.2,56,1389,5.19,5.16,3.27,431.0
43159,0.54,Ideal,G,SI1,62.6,57,1389,5.21,5.18,3.25,431.0
43160,0.54,Very Good,F,SI1,63.3,56,1389,5.24,5.21,3.31,431.0
43161,0.42,Ideal,F,VVS1,62,55,1389,4.84,4.81,2.99,431.0
43162,0.42,Ideal,F,VVS1,61.3,56,1389,4.83,4.82,2.96,431.0
43163,0.42,Premium,F,VVS1,60.5,58,1389,4.84,4.81,2.92,431.0
43164,0.42,Ideal,D,VVS2,61.4,56,1389,4.85,4.82,2.97,431.0
43165,0.42,Ideal,D,VVS2,62.1,55,1389,4.81,4.79,2.98,431.0
43166,0.42,Ideal,D,VVS2,62.1,55,1389,4.81,4.78,2.98,431.0
43167,0.42,Ideal,D,VVS2,62.5,57,1389,4.8,4.77,2.99,431.0
43168,0.42,Ideal,D,VVS2,62.6,56,1389,4.79,4.77,2.99,431.0
43169,0.54,Premium,H,VS2,61.9,55,1389,5.25,5.22,3.24,431.0
43170,0.54,Ideal,H,VS2,62.6,57,1389,5.24,5.2,3.27,431.0
43171,0.54,Premium,H,VS2,61.6,58,1389,5.24,5.22,3.22,431.0
43172,0.54,Premium,G,SI1,61.7,59,1389,5.2,5.17,3.2,431.0
43173,0.42,Premium,F,IF,62.2,56,1389,4.85,4.8,3,431.0
43174,0.54,Premium,I,VS1,61.5,58,1389,5.28,5.26,3.24,431.0
43175,0.54,Premium,G,SI1,59,60,1389,5.4,5.35,3.17,431.0
43176,0.64,Very Good,I,SI1,63,57,1390,5.47,5.52,3.46,431.0
43177,0.5,Good,F,VS1,56.4,62,1390,5.31,5.22,2.97,431.0
43178,0.6,Ideal,I,SI1,62.1,55,1390,5.39,5.42,3.35,431.0
43179,0.55,Ideal,F,SI1,61,56,1390,5.28,5.34,3.24,431.0
43180,0.42,Very Good,F,VVS1,61.9,58,1391,4.77,4.82,2.97,431.0
43181,0.52,Ideal,H,VS2,62.2,56.4,1391,5.09,5.16,3.19,431.0
43182,0.59,Very Good,I,VS2,63.4,56,1391,5.37,5.33,3.39,431.0
43183,0.59,Very Good,I,VS2,62.4,58.4,1392,5.3,5.36,3.32,431.0
43184,0.54,Very Good,G,SI1,62.8,59,1392,5.14,5.18,3.24,431.0
43185,0.54,Very Good,G,SI1,63.2,58,1392,5.15,5.16,3.26,431.0
43186,0.54,Very Good,G,SI1,63.8,57,1392,5.16,5.19,3.3,431.0
43187,0.58,Ideal,E,SI2,61.4,57.1,1392,5.36,5.38,3.3,431.0
43188,0.53,Very Good,I,VS1,61,57,1393,5.22,5.25,3.19,431.0
43189,0.51,Very Good,E,VS2,60.2,62,1393,5.16,5.27,3.14,431.0
43190,0.46,Ideal,G,VVS1,62.2,57,1393,4.93,4.98,3.08,431.0
43191,0.55,Ideal,I,VS2,62.6,57,1393,5.21,5.23,3.27,431.0
43192,0.46,Ideal,E,VS1,62.2,54,1393,4.9,4.94,3.06,431.0
43193,0.58,Very Good,G,SI1,63.5,56,1393,5.34,5.28,3.37,431.0
43194,0.51,Ideal,F,SI1,61.7,56,1394,5.12,5.15,3.17,431.0
43195,0.56,Ideal,F,SI1,60.1,58,1394,5.36,5.39,3.23,431.0
43196,0.42,Ideal,G,IF,62.4,57,1394,4.79,4.82,3,431.0
43197,0.5,Good,F,VS2,63.3,60,1395,4.99,5.03,3.17,431.0
43198,0.5,Premium,F,VS2,61.4,60,1395,5.13,5.17,3.16,431.0
43199,0.5,Good,D,SI1,63.2,59,1395,5.02,5.04,3.18,431.0
43200,0.53,Very Good,E,SI1,61.6,58,1395,5.19,5.23,3.21,432.0
43201,0.53,Good,G,VS2,63.4,58,1395,5.13,5.16,3.26,432.0
43202,0.53,Premium,E,SI1,62.1,58,1395,5.11,5.19,3.2,432.0
43203,0.5,Very Good,D,SI1,62.8,61,1395,5.04,5.08,3.18,432.0
43204,0.5,Premium,H,VS1,60.3,58,1395,5.22,5.17,3.13,432.0
43205,0.42,Ideal,D,VS1,61.4,56,1395,4.84,4.86,2.98,432.0
43206,0.62,Ideal,G,SI2,60.6,57,1395,5.53,5.56,3.36,432.0
43207,0.52,Ideal,J,SI1,62.3,56,1395,5.12,5.16,3.2,432.0
43208,0.54,Ideal,G,SI1,61.5,55.1,1395,5.25,5.27,3.23,432.0
43209,0.5,Good,E,VS2,59.8,57,1395,5.12,5.18,3.08,432.0
43210,0.73,Premium,G,I1,62.5,58,1395,5.82,5.74,3.61,432.0
43211,0.5,Very Good,F,VS2,62.7,56,1396,5.04,5.07,3.17,432.0
43212,0.51,Very Good,G,VS2,61.2,55,1397,5.13,5.16,3.15,432.0
43213,0.57,Very Good,E,SI1,62.1,58,1397,5.28,5.32,3.29,432.0
43214,0.57,Ideal,F,SI1,61.6,56,1397,5.36,5.33,3.29,432.0
43215,0.51,Ideal,H,VS2,62.9,57,1397,5.07,5.1,3.2,432.0
