id,carat,cut,color,clarity,depth,table,price,x,y,z,g
15937,1.05,Very Good,D,VS2,62.9,57,6373,6.39,6.51,4.06,159.0
15938,1.2,Very Good,E,SI1,63.2,57,6373,6.75,6.69,4.25,159.0
15939,1.54,Fair,I,SI2,65,56,6375,7.22,7.14,4.67,159.0
15940,1,Very Good,E,VS2,59.4,59,6377,6.44,6.46,3.83,159.0
15941,2.03,Fair,G,I1,66.3,56,6377,7.81,7.75,5.16,159.0
15942,2.03,Premium,G,I1,61.1,58,6377,8.11,8.06,4.94,159.0
15943,1,Ideal,G,VS2,62.4,59,6377,6.36,6.4,3.98,159.0
15944,1.66,Ideal,J,SI2,60.8,57,6377,7.68,7.65,4.66,159.0
15945,1.24,Premium,E,SI2,61.1,59,6377,6.99,6.89,4.24,159.0
15946,1,Ideal,G,VS1,62.6,56,6377,6.39,6.36,3.99,159.0
15947,1,Premium,G,VS1,62.4,60,6377,6.39,6.37,3.98,159.0
15948,1.18,Ideal,I,VVS1,59.7,54,6378,6.92,6.99,4.15,159.0
15949,1.13,Premium,G,VS2,62.7,57,6379,6.67,6.61,4.16,159.0
15950,1.2,Ideal,I,VS1,61.5,59,6380,6.82,6.84,4.2,159.0
15951,1.24,Ideal,I,SI1,60.6,59,6381,6.97,7.03,4.24,159.0
15953,1,Very Good,F,VS2,63.3,55,6382,6.34,6.29,4,159.0
15954,1.24,Premium,I,VVS2,62.7,58,6383,6.85,6.89,4.31,159.0
15955,1.27,Ideal,E,SI2,60.2,57,6383,7.09,7.14,4.28,159.0
15956,1.51,Ideal,H,SI2,61.7,57,6384,7.39,7.36,4.55,159.0
15957,1,Very Good,G,VS2,62.8,62,6386,6.28,6.33,3.96,159.0
15958,1.46,Premium,J,SI2,60.1,58,6387,7.43,7.34,4.44,159.0
15959,1.22,Premium,H,SI1,60.6,60,6387,6.92,6.85,4.17,159.0
15960,1.1,Premium,G,VS2,62.8,58,6387,6.6,6.58,4.14,159.0
15961,1.1,Ideal,G,VS2,62.3,56,6387,6.63,6.59,4.12,159.0
15962,1.22,Very Good,H,SI1,63.5,55,6387,6.78,6.73,4.29,159.0
15963,1.09,Very Good,G,VS2,60.9,56,6388,6.67,6.7,4.07,159.0
15964,1.22,Ideal,H,SI1,62.1,56,6388,6.87,6.81,4.25,159.0
15965,1,Very Good,G,VS2,63.8,58,6389,6.31,6.35,4.04,159.0
15966,1.23,Ideal,I,SI1,61.8,58,6389,6.87,6.91,4.26,159.0
15967,1,Good,D,VS2,64.1,58,6389,6.24,6.33,4.03,159.0
15968,1,Good,F,VS1,64.2,60,6389,6.18,6.28,4,159.0
15969,1.33,Premium,I,VS1,61.7,58,6390,7.09,7.14,4.39,159.0
15970,1.01,Fair,F,VS1,64.5,59,6391,6.27,6.19,4.02,159.0
15971,1.13,Ideal,F,SI1,59.6,57,6391,6.83,6.79,4.06,159.0
15972,1.02,Ideal,F,VS2,61,56,6393,6.55,6.62,4.02,159.0
15973,1.51,Premium,F,SI2,62.7,58,6393,7.33,7.29,4.58,159.0
15974,1.51,Good,J,SI1,64.1,61,6394,7.16,7.19,4.6,159.0
15975,1.35,Ideal,J,SI1,62.3,57,6396,7.08,7.02,4.39,159.0
15976,1.27,Ideal,I,VS1,62.8,57,6396,6.86,6.89,4.32,159.0
15977,1.02,Very Good,E,SI1,62.7,60,6397,6.45,6.4,4.03,159.0
15978,1.36,Good,E,SI2,58,64,6397,7.26,7.19,4.19,159.0
15979,1.7,Ideal,H,I1,61.3,55,6397,7.7,7.63,4.7,159.0
15980,1.2,Premium,E,SI2,62.6,56,6397,6.84,6.77,4.26,159.0
15981,1,Fair,F,VS1,65.3,59,6397,6.25,6.21,4.07,159.0
15982,1.02,Premium,E,VS2,60.4,58,6397,6.51,6.47,3.92,159.0
15983,1.21,Fair,G,SI1,64.6,60,6397,6.69,6.62,4.3,159.0
15984,1.02,Good,F,VS2,64.2,59,6397,6.4,6.28,4.07,159.0
15985,1.02,Premium,G,VS2,62.1,58,6397,6.5,6.44,4.02,159.0
15986,1.22,Ideal,H,SI2,62.3,57,6398,6.84,6.89,4.28,159.0
15987,1.22,Ideal,I,SI1,62.3,58,6398,6.8,6.82,4.24,159.0
15988,1.01,Very Good,E,VS2,60.9,57,6399,6.41,6.47,3.92,159.0
15989,1.01,Good,E,VS2,63.3,60,6399,6.3,6.33,4,159.0
15990,1.01,Good,E,VS2,63.3,58,6399,6.35,6.38,4.03,159.0
15991,1.01,Very Good,E,VS2,62,55,6399,6.42,6.46,3.99,159.0
15992,1.01,Very Good,E,VS2,58.1,60,6399,6.51,6.58,3.8,159.0
15993,1.25,Very Good,G,SI2,61.4,59,6399,6.97,6.93,4.27,159.0
15994,1.06,Ideal,F,VS2,60.5,57,6399,6.6,6.58,3.99,159.0
15995,0.84,Ideal,D,VVS1,62,54,6399,6.04,6.08,3.76,159.0
15996,1.06,Premium,F,VS2,62.3,58,6399,6.56,6.51,4.07,159.0
15997,1,Premium,E,VS2,62.9,58,6400,6.36,6.29,3.98,159.0
15998,1.35,Premium,G,SI2,58.4,59,6400,7.32,7.28,4.26,159.0
15999,1.22,Ideal,F,SI2,62.5,56.2,6401,6.81,6.85,4.27,159.0
16000,1.37,Ideal,I,SI2,62.2,56,6401,7.07,7.14,4.42,160.0
16001,1.57,Premium,I,SI2,62.2,60,6401,7.43,7.36,4.6,160.0
16002,1.27,Ideal,I,VS2,62.6,57,6401,6.92,6.88,4.32,160.0
16003,1.47,Premium,I,SI2,61.6,59,6403,7.29,7.32,4.5,160.0
16004,1.05,Ideal,F,VS2,62.7,56,6403,6.52,6.59,4.11,160.0
16005,1.27,Ideal,H,SI2,61.8,57,6403,6.93,6.96,4.29,160.0
16006,1.22,Premium,E,SI1,59.7,61,6403,7.03,6.9,4.16,160.0
16007,1.23,Ideal,E,SI2,61.2,55,6403,7.01,6.92,4.26,160.0
16008,1.04,Very Good,F,VS2,59,57,6405,6.64,6.69,3.93,160.0
16009,1.17,Ideal,I,SI1,61.7,56,6405,6.73,6.78,4.17,160.0
16010,1.3,Premium,J,VVS2,62.9,60,6405,6.91,6.86,4.33,160.0
16011,1.33,Premium,H,SI2,62.8,52,6405,7.15,7.06,4.46,160.0
16012,1.01,Very Good,G,VS2,61.6,60,6406,6.42,6.47,3.97,160.0
16013,1.01,Very Good,G,VS2,63.4,55,6406,6.35,6.4,4.04,160.0
16014,1.23,Ideal,H,VS2,59,57,6406,7.05,6.99,4.14,160.0
16015,1.3,Premium,H,SI2,60.1,57,6406,7.17,7.13,4.3,160.0
16016,1.01,Good,G,VS1,59.2,63,6407,6.5,6.48,3.84,160.0
16017,1.22,Very Good,G,SI2,63.2,58,6409,6.82,6.76,4.29,160.0
16018,1.32,Ideal,G,SI2,62.9,57,6409,6.98,6.94,4.38,160.0
16019,1.02,Ideal,G,VS2,62.5,58,6410,6.36,6.44,4,160.0
16020,1.08,Ideal,H,VS2,60.3,57,6411,6.67,6.7,4.03,160.0
16021,0.3,Premium,I,VS1,60.3,58,608,4.34,4.32,2.61,160.0
16022,0.3,Premium,I,VS1,59.8,60,608,4.36,4.34,2.6,160.0
16023,0.3,Premium,I,VS1,60.4,58,608,4.4,4.34,2.64,160.0
16024,0.3,Ideal,I,VS1,61,56,608,4.37,4.35,2.66,160.0
16025,0.3,Premium,I,VS1,59.1,59,608,4.38,4.35,2.58,160.0
16026,0.3,Premium,I,VS1,58.8,61,608,4.43,4.38,2.59,160.0
16027,0.3,Premium,I,VS1,60.5,60,608,4.33,4.3,2.61,160.0
16028,0.3,Premium,I,VS1,60.8,59,608,4.32,4.3,2.62,160.0
16029,0.3,Very Good,I,VS1,63.4,54,608,4.32,4.29,2.73,160.0
16030,0.3,Ideal,I,VS1,62.5,54,608,4.32,4.29,2.69,160.0
16031,0.3,Ideal,I,VS1,62.5,57,608,4.32,4.29,2.69,160.0
16032,0.3,Premium,I,VS1,61.7,58,608,4.32,4.27,2.65,160.0
16033,0.3,Premium,I,VS1,62,58,608,4.3,4.25,2.65,160.0
16034,0.3,Premium,I,VS1,62.9,58,608,4.29,4.26,2.69,160.0
16035,0.3,Premium,I,VS1,61.7,59,608,4.3,4.26,2.64,160.0
16036,0.3,Premium,I,VS1,63,53,608,4.31,4.26,2.7,160.0
16037,0.3,Premium,I,VS1,61.6,60,608,4.3,4.27,2.64,160.0
16038,0.3,Very Good,I,VS1,63.3,59,608,4.23,4.2,2.67,160.0
16039,0.3,Premium,I,VS1,62.9,59,608,4.3,4.22,2.68,160.0
16040,0.3,Good,I,VS1,63.7,58,608,4.25,4.23,2.7,160.0
16041,0.3,Very Good,I,VS1,63.5,57,608,4.29,4.24,2.71,160.0
16042,0.3,Premium,H,VS2,62.3,58,608,4.33,4.31,2.69,160.0
16043,0.3,Premium,H,VS2,60.9,61,608,4.35,4.32,2.64,160.0
16044,0.3,Ideal,H,VS2,60.7,57,608,4.37,4.33,2.64,160.0
16045,0.3,Premium,H,VS2,61.8,60,608,4.31,4.26,2.65,160.0
16046,0.3,Premium,H,VS2,60.9,61,608,4.3,4.27,2.61,160.0
16047,0.3,Very Good,H,VS2,63.5,54,608,4.3,4.27,2.72,160.0
16048,0.3,Premium,H,VS2,62.2,59,608,4.31,4.28,2.67,160.0
16049,0.3,Premium,H,VS2,61.1,61,608,4.33,4.31,2.64,160.0
16050,0.3,Premium,H,VS2,62.5,58,608,4.28,4.26,2.67,160.0
16051,1.06,Ideal,G,VS2,62.7,55,6411,6.53,6.49,4.08,160.0
16052,1.01,Good,G,VS1,63.2,61,6412,6.33,6.35,4.01,160.0
16053,1.01,Premium,G,VS1,59.8,59,6412,6.5,6.55,3.9,160.0
16054,1.28,Ideal,G,SI2,61.5,57,6412,6.93,7,4.28,160.0
16055,1.02,Ideal,F,VS2,62.1,57,6412,6.44,6.37,3.98,160.0
16056,1.08,Premium,G,VS2,59.4,59,6415,6.68,6.75,3.99,160.0
16057,1.08,Very Good,G,VS2,62.3,58,6415,6.5,6.54,4.06,160.0
16058,1.27,Premium,I,VS1,62.2,59,6415,6.87,6.92,4.29,160.0
16059,1.02,Premium,G,VS2,62.5,58,6416,6.46,6.41,4.02,160.0
16060,1.01,Ideal,F,VS2,61,57,6416,6.38,6.5,3.93,160.0
16061,1.01,Premium,F,VS2,59.2,60,6416,6.51,6.54,3.86,160.0
16062,1.01,Good,F,VS2,63.1,60,6416,6.36,6.39,4.02,160.0
16063,1.01,Very Good,F,VS2,62.8,59,6416,6.33,6.41,4,160.0
16064,1.01,Premium,F,VS2,62.2,60,6416,6.37,6.4,3.97,160.0
16065,1.01,Premium,F,VS2,61.7,58,6416,6.42,6.48,3.98,160.0
16066,1.01,Ideal,F,VS2,62,56,6416,6.46,6.51,4.02,160.0
16067,1.2,Premium,H,VS2,62.5,58,6416,6.77,6.73,4.23,160.0
16068,1.2,Premium,H,VS2,62.4,59,6416,6.73,6.69,4.19,160.0
16069,1.2,Premium,H,VS2,62.8,58,6416,6.75,6.7,4.22,160.0
16070,1.02,Ideal,G,VS2,60.4,57,6416,6.55,6.53,3.95,160.0
16071,1.02,Premium,G,VS2,61.5,59,6416,6.44,6.41,3.95,160.0
16072,1.02,Ideal,G,VS2,62.5,55,6418,6.43,6.49,4.04,160.0
16073,1.02,Ideal,G,VS2,62.8,57,6418,6.36,6.45,4.02,160.0
