id,carat,cut,color,clarity,depth,table,price,x,y,z,g
25647,1.51,Premium,G,VS1,62.2,58,14542,7.29,7.35,4.55,256.0
25648,1.97,Premium,F,SI2,61.1,58,14542,8.11,8.05,4.94,256.0
25649,2.51,Premium,H,SI2,59.3,61,14543,8.81,8.77,5.21,256.0
25650,2.51,Premium,H,SI2,60.6,61,14543,8.88,8.68,5.29,256.0
25651,1.52,Premium,F,VS2,62.3,56,14544,7.34,7.29,4.56,256.0
25652,1.82,Very Good,F,SI1,63.2,56,14545,7.71,7.64,4.85,256.0
25653,2.03,Ideal,I,SI1,62.6,55,14548,8.06,8.11,5.06,256.0
25654,2.14,Very Good,J,SI1,62.3,59,14556,8.24,8.26,5.14,256.0
25655,2.01,Premium,H,SI2,62.3,60,14558,7.97,7.95,4.96,256.0
25656,2.01,Ideal,I,SI1,61.9,56,14558,8.16,8.08,5.03,256.0
25657,2.01,Premium,I,SI1,60.1,59,14558,8.24,8.19,4.94,256.0
25658,1.77,Very Good,D,SI1,59.2,61,14561,7.86,7.98,4.69,256.0
25659,1.5,Good,E,VS2,57.8,63,14565,7.58,7.53,4.37,256.0
25660,2.02,Premium,E,SI2,60.4,57,14574,8.21,8.18,4.95,256.0
25661,2.02,Premium,H,SI1,62.2,59,14574,8.09,8.05,5.02,256.0
25662,1.52,Premium,E,VS2,61.8,59,14577,7.38,7.31,4.54,256.0
25663,1.54,Premium,F,VS2,62.4,59,14578,7.43,7.38,4.62,256.0
25664,2.03,Ideal,J,VS1,62.5,57,14579,8.14,8.08,5.06,256.0
25665,1.98,Ideal,I,SI1,62.6,55,14581,8.04,8.1,5.05,256.0
25666,1.98,Ideal,I,SI1,61.5,55,14581,8.04,8.13,4.97,256.0
25667,2.09,Premium,H,SI2,61.4,60,14581,8.24,8.2,5.05,256.0
25668,1.11,Ideal,D,VVS1,62.1,55,14584,6.63,6.64,4.12,256.0
25669,1.5,Premium,F,VS2,61.5,58,14586,7.32,7.34,4.51,256.0
