id,carat,cut,color,clarity,depth,table,price,x,y,z,g
35100,0.3,Ideal,F,IF,62.4,54,886,4.33,4.36,2.71,351.0
35101,0.3,Ideal,F,IF,61.4,56,886,4.32,4.34,2.66,351.0
35102,0.3,Ideal,F,IF,60.9,56,886,4.33,4.37,2.65,351.0
35103,0.3,Ideal,F,IF,61.6,58,886,4.28,4.32,2.65,351.0
35104,0.3,Ideal,F,IF,61.8,55,886,4.32,4.35,2.68,351.0
35105,0.3,Ideal,F,IF,62.2,57,886,4.3,4.32,2.68,351.0
35106,0.3,Ideal,F,IF,61.9,57,886,4.29,4.33,2.67,351.0
35107,0.3,Ideal,F,IF,62.5,54,886,4.31,4.33,2.7,351.0
35108,0.3,Ideal,F,IF,62.6,57,886,4.25,4.28,2.67,351.0
35109,0.3,Ideal,F,IF,62.1,57,886,4.27,4.3,2.66,351.0
35110,0.3,Ideal,F,IF,61.3,56,886,4.33,4.35,2.66,351.0
35111,0.3,Ideal,F,IF,62.1,55,886,4.32,4.35,2.69,351.0
35112,0.3,Ideal,F,IF,62.1,55,886,4.31,4.35,2.69,351.0
35113,0.3,Ideal,F,IF,62,56,886,4.31,4.33,2.68,351.0
35114,0.3,Ideal,F,IF,62.3,53,886,4.34,4.36,2.71,351.0
35115,0.3,Ideal,F,IF,62.4,58,886,4.25,4.28,2.66,351.0
35116,0.3,Ideal,F,IF,61.8,56,886,4.31,4.33,2.67,351.0
35117,0.3,Ideal,F,IF,62.3,55,886,4.29,4.31,2.68,351.0
35118,0.3,Ideal,F,IF,62.2,53,886,4.34,4.38,2.71,351.0
35119,0.38,Good,I,IF,56.6,59,886,4.82,4.87,2.74,351.0
35120,0.42,Ideal,F,SI1,61.6,56,886,4.83,4.81,2.97,351.0
35121,0.53,Premium,F,I1,61.3,58,886,5.22,5.18,3.19,351.0
35122,0.36,Ideal,E,VVS2,62,54,887,4.56,4.6,2.84,351.0
35123,0.35,Ideal,G,VVS1,61.2,56,887,4.55,4.57,2.79,351.0
35124,0.35,Ideal,G,VVS1,61,56,887,4.56,4.59,2.79,351.0
35125,0.35,Ideal,G,VVS1,61.7,56,887,4.54,4.57,2.81,351.0
35126,0.35,Ideal,H,IF,62.1,54,887,4.55,4.59,2.84,351.0
35127,0.43,Premium,H,SI2,61.8,59,887,4.86,4.85,3,351.0
35128,0.37,Premium,E,VS2,61,59,888,4.65,4.6,2.82,351.0
35129,0.4,Very Good,E,VS2,63,57,888,4.67,4.69,2.95,351.0
35130,0.36,Ideal,G,VVS2,61.8,55,888,4.57,4.62,2.84,351.0
35131,0.45,Ideal,H,VS1,62,54,888,4.92,4.95,3.06,351.0
35132,0.31,Ideal,F,IF,60.8,56,888,4.43,4.45,2.7,351.0
35133,0.41,Very Good,G,VVS2,59.1,60,889,4.84,4.87,2.87,351.0
35134,0.41,Very Good,D,VS2,62.5,60,889,4.72,4.75,2.96,351.0
35135,0.41,Very Good,F,VS1,62.9,57,889,4.7,4.74,2.97,351.0
35136,0.41,Very Good,F,VS1,62.1,60,889,4.72,4.75,2.94,351.0
35137,0.39,Ideal,E,VS1,59.9,57,889,4.78,4.8,2.87,351.0
35138,0.39,Very Good,E,VS2,61.3,61,889,4.66,4.7,2.87,351.0
35139,0.39,Very Good,E,VS2,60.1,61,889,4.72,4.76,2.85,351.0
35140,0.39,Premium,E,VS2,61.4,58,889,4.68,4.73,2.89,351.0
35141,0.39,Premium,E,VS2,62.5,60,889,4.64,4.67,2.91,351.0
35142,0.41,Ideal,D,VS2,61.2,57,889,4.78,4.82,2.94,351.0
35143,0.37,Good,E,VS1,62.8,65,889,4.51,4.54,2.84,351.0
35144,0.38,Ideal,F,VS2,61.2,57,889,4.67,4.64,2.85,351.0
35145,0.31,Very Good,E,VVS1,61.2,58,890,4.35,4.38,2.67,351.0
35146,0.4,Very Good,F,VS1,61.3,54,890,4.8,4.83,2.95,351.0
35147,0.43,Ideal,J,IF,62.4,56,890,4.84,4.87,3.03,351.0
35148,0.35,Ideal,D,VS1,60.8,57,890,4.57,4.61,2.79,351.0
35149,0.43,Very Good,E,VS1,61.3,56,890,4.85,4.88,2.98,351.0
35150,0.32,Ideal,E,VVS2,62.3,55,890,4.37,4.4,2.73,351.0
35151,0.32,Ideal,E,VVS1,61.3,57,890,4.42,4.45,2.72,351.0
35152,0.31,Ideal,E,VVS1,61.7,56,890,4.38,4.41,2.71,351.0
35153,0.4,Ideal,D,VS2,61.7,57,890,4.72,4.75,2.92,351.0
35154,0.4,Ideal,D,VS2,62.1,53,890,4.77,4.8,2.97,351.0
35155,0.4,Ideal,F,VS1,62,56,890,4.73,4.75,2.94,351.0
35156,0.38,Very Good,E,VS1,63,56,891,4.61,4.63,2.91,351.0
35157,0.31,Very Good,G,IF,61.6,54,891,4.4,4.43,2.72,351.0
35158,0.33,Ideal,E,VVS2,61.8,56,891,4.44,4.46,2.75,351.0
35159,0.32,Premium,G,IF,59.4,60,891,4.45,4.47,2.65,351.0
35160,0.32,Premium,G,IF,61,59,891,4.38,4.41,2.68,351.0
35161,0.4,Good,D,VS2,63.5,55,891,4.66,4.69,2.97,351.0
35162,0.41,Ideal,I,VVS1,62,54.5,891,4.77,4.8,2.97,351.0
35163,0.41,Ideal,G,VS2,62.2,57,891,4.75,4.77,2.96,351.0
35164,0.4,Ideal,D,VS2,62.2,54,891,4.73,4.76,2.95,351.0
35165,0.38,Ideal,F,VS1,60.9,55,891,4.69,4.73,2.87,351.0
35166,0.43,Ideal,H,SI1,60.7,54,891,4.96,4.92,3,351.0
35167,0.31,Ideal,G,IF,61.4,55,891,4.35,4.38,2.68,351.0
35168,0.31,Ideal,G,IF,61.4,55,891,4.36,4.4,2.69,351.0
35169,0.31,Ideal,G,IF,62.2,55,891,4.35,4.4,2.72,351.0
35170,0.31,Ideal,G,IF,61.9,55,891,4.35,4.38,2.7,351.0
35171,0.31,Ideal,G,IF,61.6,56,891,4.38,4.42,2.71,351.0
35172,0.31,Ideal,G,IF,61,56,891,4.38,4.41,2.68,351.0
35173,0.31,Ideal,G,IF,61.3,54,891,4.38,4.4,2.69,351.0
35174,0.31,Ideal,G,IF,61.4,56,891,4.38,4.41,2.7,351.0
35175,0.31,Ideal,G,IF,62.6,53,891,4.36,4.39,2.74,351.0
35176,0.31,Ideal,G,IF,61.8,56,891,4.33,4.37,2.69,351.0
35177,0.31,Ideal,G,IF,61.9,54,891,4.35,4.37,2.7,351.0
