id,carat,cut,color,clarity,depth,table,price,x,y,z,g
47697,0.52,Ideal,E,VS1,60,56,1883,5.25,5.29,3.16,476.0
47698,0.71,Very Good,I,SI1,62.6,63,1883,5.61,5.54,3.49,476.0
47699,0.59,Ideal,E,VS2,61.5,56,1883,5.42,5.38,3.32,476.0
47700,0.59,Premium,E,VS2,62.3,55,1883,5.43,5.39,3.37,477.0
47701,0.71,Premium,H,SI1,61,58,1883,5.75,5.67,3.49,477.0
47702,0.61,Very Good,E,VS2,60.1,60,1884,5.5,5.54,3.32,477.0
47703,0.58,Premium,G,VS1,61.5,58,1884,5.35,5.41,3.31,477.0
47704,0.58,Ideal,G,VS1,62.6,54,1884,5.3,5.34,3.33,477.0
47705,0.58,Ideal,E,VS2,61.9,56,1884,5.35,5.38,3.32,477.0
47706,0.58,Ideal,E,VS2,61.1,57,1884,5.39,5.41,3.3,477.0
47707,0.58,Ideal,E,VS2,61.6,55,1884,5.33,5.38,3.3,477.0
47708,0.58,Ideal,E,VS2,61.9,57,1884,5.33,5.37,3.31,477.0
47709,0.58,Ideal,G,VS1,62,57,1884,5.32,5.35,3.31,477.0
47710,0.57,Ideal,E,VS1,61.6,55,1884,5.32,5.36,3.29,477.0
47711,0.57,Ideal,E,VS1,60.5,57,1884,5.33,5.38,3.24,477.0
47712,0.51,Ideal,D,SI1,60.7,56,1884,5.18,5.2,3.15,477.0
47713,0.5,Very Good,G,VVS1,63.3,53,1885,5.06,5.09,3.21,477.0
47714,0.54,Very Good,D,VS2,60.5,59,1885,5.24,5.28,3.18,477.0
47715,0.63,Very Good,D,SI1,62.8,57,1885,5.4,5.46,3.41,477.0
47716,0.51,Good,G,VVS2,57.6,56,1885,5.27,5.35,3.06,477.0
47717,0.66,Ideal,G,SI1,61.7,55,1885,5.64,5.6,3.47,477.0
47718,0.72,Very Good,J,SI1,58.3,62,1886,5.87,5.93,3.44,477.0
47719,0.52,Ideal,E,VS1,61.3,56,1886,5.18,5.22,3.19,477.0
47720,0.59,Premium,H,VVS2,62.3,55,1886,5.42,5.33,3.35,477.0
47721,0.5,Very Good,G,VVS1,59.6,63,1887,5.11,5.16,3.06,477.0
47722,0.52,Ideal,G,VS1,60.4,57,1887,5.21,5.24,3.16,477.0
47723,0.52,Ideal,E,VS2,61.7,56,1888,5.16,5.21,3.2,477.0
47724,0.56,Ideal,H,VS1,60.2,57,1888,5.38,5.35,3.23,477.0
